Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Country.of.Origin,Variety,Processing.Method,Total.Cup.Points,GMM_Cluster,Hierarchical_Cluster,Spectral_Cluster,GMM_Max_Probability
7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,El Salvador,Pacas,Washed / Wet,82.83,1,1,1,0.9968766298138412
7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,Rwanda,Bourbon,Washed / Wet,82.83,1,1,1,0.9937329148336118
7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,Vietnam,Other,Other,82.83,1,1,1,0.9970769162561544
7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.83,1,1,1,0.9995264582313396
7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,Brazil,Catuai,Natural / Dry,82.83,1,1,1,0.9982837611688387
7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,Colombia,Other,Washed / Wet,82.83,1,1,1,0.9994930594106601
7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,United States,Other,Other,82.83,1,1,1,0.9985414758812239
7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.83,1,1,1,0.996182144467287
7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,Colombia,Typica,Natural / Dry,82.83,1,1,1,0.9994098649348443
7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.83,1,1,1,0.9992445980717506
7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,"Tanzania, United Republic Of",Arusha,Washed / Wet,82.83,1,1,1,0.998341437746683
7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,82.83,1,1,1,0.9996350703840178
7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.83,1,1,1,0.9993626502880291
7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.83,1,1,1,0.9979515506045443
7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.83,1,1,1,0.9995600923172839
7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,El Salvador,Unknown,Unknown,82.83,1,1,1,0.9976366772943536
7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,82.75,1,1,1,0.999586609584371
7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,82.75,1,1,1,0.9995584375025482
7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.75,1,1,1,0.9988550394363904
7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.75,1,1,1,0.9995208896442226
7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.75,1,1,1,0.999419071822009
7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,Indonesia,Sulawesi,Other,82.75,1,1,1,0.9996001404145624
7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.75,1,1,1,0.9992449409048573
7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,Taiwan,Yellow Bourbon,Natural / Dry,82.75,1,1,1,0.9993588373436082
7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,El Salvador,Bourbon,Washed / Wet,82.75,1,1,1,0.9981893081369955
7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,82.75,1,1,1,0.9994893322997045
7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,Honduras,Caturra,Natural / Dry,82.75,1,1,1,0.9995898740529605
7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Pulped natural / honey,82.75,1,1,1,0.9995402707397084
7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,China,Catimor,Natural / Dry,82.75,1,1,1,0.9990379540825138
7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,China,Catimor,Washed / Wet,82.75,1,1,1,0.9995379278683317
7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.75,1,1,1,0.9991041710750412
7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,82.75,1,1,1,0.9992255942715796
7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,Guatemala,Pacas,Washed / Wet,82.75,1,1,1,0.9988331822643912
7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,Colombia,Typica,Washed / Wet,82.75,1,1,1,0.9991373715518205
7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,82.75,1,1,1,0.9990172912527131
7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,82.75,1,1,1,0.9935205998108402
7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.75,0,1,1,0.9811325774304405
7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.75,1,1,1,0.9996173748552214
7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.75,1,1,1,0.9986458420069562
8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,Mexico,Typica,Natural / Dry,82.75,0,1,1,0.9445948092199598
7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.75,1,1,1,0.9995922789697225
7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.75,1,1,1,0.9995539874894805
7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,United States (Hawaii),Hawaiian Kona,Washed / Wet,82.75,1,1,1,0.9971536921278807
7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,Panama,Catuai,Washed / Wet,82.75,1,1,1,0.9991358357017598
7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,United States (Hawaii),Unknown,Unknown,82.75,1,1,1,0.9963475806070027
7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.67,1,1,1,0.999179565396608
7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.67,1,1,1,0.999494895042157
7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,Laos,Catimor,Washed / Wet,82.67,1,1,1,0.9993790217679875
7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,El Salvador,Pacas,Washed / Wet,82.67,1,1,1,0.9995142162098217
7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,Mexico,Unknown,Unknown,82.67,1,1,1,0.997071427701712
7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,82.67,1,1,1,0.9988978789418308
7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,82.67,1,1,1,0.9995759959671882
7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,Brazil,Catuai,Natural / Dry,82.67,1,1,1,0.9989820980265045
7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.67,1,1,1,0.9995428669615222
7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Bourbon,Washed / Wet,82.67,1,1,1,0.9993839594444973
8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,82.67,1,1,1,0.9379491162473541
7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,Mexico,Typica,Natural / Dry,82.67,1,1,1,0.9995197510297084
7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,82.67,1,1,1,0.9994832666706277
7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,82.67,1,1,1,0.9995792772232218
7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,Thailand,Caturra,Washed / Wet,82.67,1,1,1,0.999425430811152
7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.67,1,1,1,0.9981463463919846
7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,El Salvador,Other,Washed / Wet,82.67,0,1,1,0.8960752125480342
7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,82.67,1,1,1,0.9989541747960412
7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,Thailand,Other,Washed / Wet,82.67,1,1,1,0.9908036715700034
7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,Mexico,Other,Washed / Wet,82.67,1,1,1,0.9995568495005472
7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.67,1,1,1,0.9993687121971235
7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.67,1,1,1,0.9988201965599157
7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,United States (Hawaii),Unknown,Unknown,82.67,1,1,1,0.9994993523758807
7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,Mexico,Blue Mountain,Unknown,82.67,1,1,1,0.9992148890860095
8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.67,1,1,1,0.9485575156978123
7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.67,1,1,1,0.9977668410650369
7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.58,1,1,1,0.9992645871537525
7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,Taiwan,Typica,Pulped natural / honey,82.58,1,1,1,0.9993752390660349
7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,Brazil,Unknown,Pulped natural / honey,82.58,1,1,1,0.9990181214235047
7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,Taiwan,Unknown,Unknown,82.58,0,0,0,0.9973015133695258
7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,Brazil,Unknown,Unknown,82.58,1,0,0,0.9961197763815882
7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,Indonesia,Typica,Semi-washed / Semi-pulped,82.58,1,1,1,0.9987448678330483
7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,Thailand,Unknown,Washed / Wet,82.58,1,1,1,0.998853001845811
7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,Thailand,Caturra,Washed / Wet,82.58,1,1,1,0.9992748015402225
7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.58,1,1,1,0.9992523733911831
7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,Uganda,SL14,Natural / Dry,82.58,1,1,1,0.9991422498695076
7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,82.58,1,1,1,0.9866474932302807
7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,Mexico,Unknown,Washed / Wet,82.58,1,1,1,0.999567616407404
7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,Guatemala,Unknown,Natural / Dry,82.58,1,1,1,0.9995250136011967
7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.58,1,1,1,0.996024006686084
7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.58,1,1,1,0.9959607937566882
7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.58,1,1,1,0.9994999577926609
7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.58,1,1,1,0.9994657434608542
7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.58,1,1,1,0.9339754694559042
7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.58,1,1,1,0.998229370466052
7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Unknown,82.58,1,1,1,0.999389481531516
7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.5,1,1,1,0.9995365108178188
7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,Indonesia,Other,Washed / Wet,82.5,1,1,1,0.9974147566065602
7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,82.5,1,1,1,0.9995006257573004
7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.5,1,1,1,0.999349770630742
7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,Thailand,Unknown,Washed / Wet,82.5,1,1,1,0.9982129315119362
7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,Thailand,Caturra,Washed / Wet,82.5,1,1,1,0.9989577017723953
7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.5,1,1,1,0.9993584073420091
7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.5,1,1,1,0.9811590959778919
7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,Mexico,Other,Washed / Wet,82.5,1,1,1,0.9985296126974125
7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,82.5,1,1,1,0.9981615386618986
7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.5,1,1,1,0.9988379300806719
7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.5,1,1,1,0.9994413407507712
7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.5,1,1,1,0.9971917404321773
7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.5,1,1,1,0.9993535760039538
7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.5,1,1,1,0.9991142090839558
7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,82.5,1,1,1,0.996369496200491
7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,Guatemala,Caturra,Natural / Dry,82.5,1,1,1,0.9970451329831289
7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,Brazil,Bourbon,Semi-washed / Semi-pulped,82.5,1,1,1,0.9993367019453954
7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.5,1,1,1,0.9985789724935865
7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Washed / Wet,82.5,1,1,1,0.997786177088748
7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,Guatemala,Unknown,Unknown,82.5,1,1,1,0.9995302063254328
7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,Honduras,Other,Washed / Wet,82.42,1,1,1,0.9985323542015354
7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.42,1,1,1,0.9989523151621978
7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.42,1,1,1,0.9986810090591607
7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.42,1,1,1,0.9992779845379517
7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,82.42,1,1,1,0.9962261171496332
5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.42,0,1,1,1.0
7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,China,Catimor,Washed / Wet,82.42,1,1,1,0.999168630918118
7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,Brazil,Unknown,Unknown,82.42,1,1,0,0.9972524567688248
7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,"Tanzania, United Republic Of",Ruiru 11,Washed / Wet,82.42,1,1,1,0.9976702368543877
7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,82.42,1,1,1,0.9893339210234713
7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,82.42,1,1,1,0.9994395911251238
7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.42,1,1,1,0.9992456861349387
7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Catuai,Semi-washed / Semi-pulped,82.42,1,1,1,0.9993669146308348
7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,Peru,Unknown,Washed / Wet,82.42,1,1,1,0.9995837223939645
7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,82.42,1,1,0,0.9922498212025792
7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.42,1,1,1,0.9988447266751646
7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,Honduras,Unknown,Washed / Wet,82.42,1,1,1,0.9891592563651096
7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.42,1,1,1,0.9993392937851177
7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.42,1,1,1,0.9992974055927846
7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,82.42,1,1,1,0.999324033836312
7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.42,1,1,1,0.9993058235471693
7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,82.42,1,1,1,0.9974815132601949
7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.42,1,1,1,0.9994210677636661
7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,Mexico,Pacamara,Washed / Wet,82.42,1,1,1,0.9989248271193554
7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,82.42,1,1,1,0.9989804389740323
7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.42,1,1,1,0.9990231549489982
7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.42,1,1,1,0.9951051059719884
7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,82.42,1,1,1,0.9981818277430722
7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,Brazil,Arusha,Natural / Dry,82.42,1,1,1,0.9992490272825546
7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.42,1,1,0,0.9973594387343222
7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.42,1,1,1,0.9937947550426743
7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,82.33,1,1,0,0.9991564027962954
7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,Brazil,Catuai,Natural / Dry,82.33,1,1,1,0.998142405852631
7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,Brazil,Unknown,Natural / Dry,82.33,1,1,1,0.9991834505673918
7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.33,1,1,1,0.9993709078232743
7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,82.33,1,1,1,0.9971696565312436
7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,82.33,1,1,1,0.998480267013931
7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,China,Catimor,Pulped natural / honey,82.33,1,1,1,0.9993171118772017
8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,Brazil,Bourbon,Natural / Dry,82.33,0,1,1,0.999025597538298
7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,82.33,1,1,1,0.9992568889240049
7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.33,1,1,1,0.9974414514293644
7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,82.33,1,1,1,0.9984688088335462
7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,Brazil,Bourbon,Natural / Dry,82.33,0,1,1,0.6567280784323106
7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,Guatemala,Pacas,Washed / Wet,82.33,1,1,1,0.9995539235246964
7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,Mexico,Unknown,Washed / Wet,82.33,1,1,1,0.9990196141842037
7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.33,0,1,1,0.8759633034856282
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped,82.33,1,1,1,0.9995055540777528
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,82.33,1,1,1,0.9995055540777528
7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.33,1,1,1,0.9993704547625816
7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.33,1,1,1,0.9994131971629635
7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.33,1,1,1,0.9993523091527586
7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,Costa Rica,Unknown,Washed / Wet,82.33,1,1,1,0.9957425992658574
7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.33,1,1,1,0.9991142090839558
7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,Mexico,Typica,Natural / Dry,82.33,1,0,0,0.9835201021322745
7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.33,1,1,1,0.9996564247520073
7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.33,1,1,1,0.9989590576757537
7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,82.33,1,1,1,0.9994548388490716
8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,Mexico,Typica,Washed / Wet,82.33,1,1,1,0.9592433784997452
7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Washed / Wet,82.33,1,1,1,0.9992453911275939
7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,82.33,1,1,1,0.9976942984947182
7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,Brazil,Catuai,Washed / Wet,82.25,1,1,1,0.9983651750329398
7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,Taiwan,Unknown,Unknown,82.25,0,0,0,0.9999085173298337
7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,Guatemala,Pacas,Washed / Wet,82.25,1,1,1,0.9989622015565612
7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,82.25,1,1,0,0.9918688119047037
7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,El Salvador,Bourbon,Washed / Wet,82.25,1,1,1,0.8169599657686156
7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,Honduras,Catuai,Washed / Wet,82.25,1,1,1,0.9994023345085853
7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,82.25,1,1,1,0.9991734898660446
7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.25,1,1,1,0.9983623859075503
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,82.25,1,1,1,0.9995055540777528
7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,Mexico,Mundo Novo,Washed / Wet,82.25,1,1,1,0.9992730785788623
7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,82.25,1,1,1,0.9984885041353814
7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.25,1,1,0,0.9971938830883037
7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.25,1,1,1,0.9989854267768495
7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,82.25,1,1,1,0.9990842583383519
7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.25,1,1,1,0.999282147897091
